row_id,image_path_flat,image_path,attribute,caption_raw,caption_norm,panelist,session_date,year_folder,session_num,bimester,view,panel_slot,panel_replicate,dairy_id,product_code
12147,data/images_flat/2018-2019_Trentingrana__2019-03-06__P5b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P5b_319_grana.bmp,Colore della Pasta,"Colore sfumato più scuro verso un piatto, macchia rosa","Colore sfumato più scuro verso un piatto, macchia rosa",TG_19,2019-03-06,2018-2019_Trentingrana,24,,Grana,5,b,TN_319,C0M
12148,data/images_flat/2018-2019_Trentingrana__2019-03-06__P5b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P5b_319_grana.bmp,Colore della Pasta,Giallo arancio con zone verdognole,Giallo arancio con zone verdognole,TG_24,2019-03-06,2018-2019_Trentingrana,24,,Grana,5,b,TN_319,C0M
12149,data/images_flat/2018-2019_Trentingrana__2019-03-06__P5b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P5b_319_grana.bmp,Colore della Pasta,Abbastanza uniforme tende al carico,Abbastanza uniforme tende al carico,TG_26,2019-03-06,2018-2019_Trentingrana,24,,Grana,5,b,TN_319,C0M
12150,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Profumo,latte fermentato forte,latte fermentato forte,Q_02,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12151,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Profumo,leggero ossidato,leggero ossidato,Q_09,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12152,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Profumo,"Anche di discreta intensità, ma sento una note animale. Latte cotto e burro cotto","Anche di discreta intensità, ma sento una note animale. Latte cotto e burro cotto",TG_04,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12154,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Profumo,brodo,brodo,TG_11,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12155,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Profumo,debole,debole,TG_13,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12156,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Profumo,"vegetale, erbaceo, cotto","vegetale, erbaceo, cotto",TG_14,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12157,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Profumo,"All'apertura, ottimo panna e lattici; alla rottura di un pezzo odore un po' sgradevole, tendente allo stantio","All'apertura, ottimo panna e lattici; alla rottura di un pezzo odore un po' sgradevole, tendente allo stantio",TG_19,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12158,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Profumo,"grana, mela-fruttato e florale anche","grana, mela-fruttato e florale anche",TG_24,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12159,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Profumo,"legg propionico, insilato, difettoso","legg propionico, insilato, difettoso",TG_26,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12160,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Sapore,piccante forte,piccante forte,Q_02,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12162,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Sapore,"amaro. pungente sulla lingua, tollerabile. non nettamente dolce, ma pieno","amaro. pungente sulla lingua, tollerabile. non nettamente dolce, ma pieno",TG_04,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12164,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Sapore,dolce e sa di vecchio,dolce e sa di vecchio,TG_11,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12165,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Sapore,"salato, leggermente piccante","salato, leggermente piccante",TG_13,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12166,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Sapore,umami intenso e leggera punta piccante,umami intenso e leggera punta piccante,TG_14,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12167,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Sapore,"un po' salato e leggermente piccante alla fine, ma non esagerati","un po' salato e leggermente piccante alla fine, ma non esagerati",TG_19,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12168,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Sapore,"equilibrato ma con poco sale!!! ""Sciapotto""","equilibrato ma con poco sale!!! ""Sciapotto",TG_24,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12169,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Sapore,piccante e amaro,piccante e amaro,TG_26,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12170,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Aroma,provolone piccante moderato,provolone piccante moderato,Q_02,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12174,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Aroma,"crosta di formaggio, stantio","crosta di formaggio, stantio",TG_11,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12175,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Aroma,non tipico del grana,non tipico del grana,TG_13,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12176,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Aroma,crosta di formaggio intensa,crosta di formaggio intensa,TG_14,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12178,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Aroma,noce come retrogusto...,noce come retrogusto...,TG_24,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12179,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Aroma,"non tipico, da formaggio diverso","non tipico, da formaggio diverso",TG_26,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12180,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Texture,friabilita solubilità e tirosina leggero,friabilita solubilità e tirosina leggero,Q_02,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12181,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Texture,morbido un po umido anche se non molto solobile no cristalli,morbido un po umido anche se non molto solobile no cristalli,Q_09,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12182,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Texture,"Si frattura in una struttura netta, quindi friabilità limitata. Elastico al morso del molare. finale di bocca discreto, forse asciuga","Si frattura in una struttura netta, quindi friabilità limitata. Elastico al morso del molare. finale di bocca discreto, forse asciuga",TG_04,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12184,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Texture,friabile e solubile,friabile e solubile,TG_11,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12185,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Texture,pastoso,pastoso,TG_13,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12186,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Texture,"pastoso, privo ddi grana, compatto","pastoso, privo ddi grana, compatto",TG_14,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12187,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Texture,"tendente al compatto,","tendente al compatto,",TG_19,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12188,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Texture,"pochi granuli, asciutto...","pochi granuli, asciutto...",TG_24,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12189,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Texture,gommoso,gommoso,TG_26,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12190,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Spessore della Crosta,Crosta sfumata Media 10mm,Crosta sfumata Media 10mm,Q_02,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12195,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Spessore della Crosta,"0,6 cm","0,6 cm",TG_13,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12198,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Spessore della Crosta,Variabile ma mediamente fine:-)media,Variabile ma mediamente fine:-)media,TG_24,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12200,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Struttura della Pasta,Microocchiatura  Non regolare Centro stirato,Microocchiatura Non regolare Centro stirato,Q_02,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12201,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Struttura della Pasta,Grana fine tendente allo stirato microocchiatura fine inf 1 mm,Grana fine tendente allo stirato microocchiatura fine inf 1 mm,Q_09,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12202,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Struttura della Pasta,Stiratina al centro e microcchiata,Stiratina al centro e microcchiata,TG_04,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12204,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Struttura della Pasta,Striato centralmente con Microocchiatura diffusa,Striato centralmente con Microocchiatura diffusa,TG_11,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12205,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Struttura della Pasta,In parte stirata,In parte stirata,TG_13,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12206,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Struttura della Pasta,"Frattura abbastanza regolare,struttura poco graulare e compatta a con microocchitura  in zona centrale,","Frattura abbastanza regolare,struttura poco graulare e compatta a con microocchitura in zona centrale,",TG_14,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12207,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Struttura della Pasta,"Microocchiatura soprattutto in metà forma, l'altra appare più bella anche per grana","Microocchiatura soprattutto in metà forma, l'altra appare più bella anche per grana",TG_19,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12208,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Struttura della Pasta,Fine con Microocchiatura regolare,Fine con Microocchiatura regolare,TG_24,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12209,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Struttura della Pasta,Stirata Occhiatura,Stirata Occhiatura,TG_26,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12210,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Colore della Pasta,Colore molto carico verso il centro,Colore molto carico verso il centro,Q_02,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12211,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Colore della Pasta,Tendente al grigio,Tendente al grigio,Q_09,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12212,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Colore della Pasta,Zone più  Chiaro verso i bordi,Zone più Chiaro verso i bordi,TG_04,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12214,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Colore della Pasta,Alone centrale più scuro,Alone centrale più scuro,TG_11,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12215,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Colore della Pasta,Colore carico ma omogeneo,Colore carico ma omogeneo,TG_13,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12216,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Colore della Pasta,Giallo carico uniforme,Giallo carico uniforme,TG_14,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12217,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Colore della Pasta,"Non omogeneo, alone","Non omogeneo, alone",TG_19,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12218,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Colore della Pasta,Leggermente opaco e con aree grigiastre,Leggermente opaco e con aree grigiastre,TG_24,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12219,data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P2b_305_fetta.bmp,Colore della Pasta,Molto carico alone vs un piatto,Molto carico alone vs un piatto,TG_26,2019-03-06,2018-2019_Trentingrana,24,,Fetta,2,b,TN_305,C0C
12220,data/images_flat/2018-2019_Trentingrana__2019-03-06__P6a_323_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P6a_323_fetta.bmp,Profumo,latte cotto moderato;animale moderato/forte,latte cotto moderato;animale moderato/forte,Q_02,2019-03-06,2018-2019_Trentingrana,24,,Fetta,6,a,TN_323,C0N
12221,data/images_flat/2018-2019_Trentingrana__2019-03-06__P6a_323_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P6a_323_fetta.bmp,Profumo,cotto,cotto,Q_09,2019-03-06,2018-2019_Trentingrana,24,,Fetta,6,a,TN_323,C0N
12222,data/images_flat/2018-2019_Trentingrana__2019-03-06__P6a_323_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P6a_323_fetta.bmp,Profumo,profumo leggero. nessun difetto o sentore strano. evanescente. tostato,profumo leggero. nessun difetto o sentore strano. evanescente. tostato,TG_04,2019-03-06,2018-2019_Trentingrana,24,,Fetta,6,a,TN_323,C0N
12224,data/images_flat/2018-2019_Trentingrana__2019-03-06__P6a_323_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P6a_323_fetta.bmp,Profumo,latte cotto,latte cotto,TG_11,2019-03-06,2018-2019_Trentingrana,24,,Fetta,6,a,TN_323,C0N
12226,data/images_flat/2018-2019_Trentingrana__2019-03-06__P6a_323_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P6a_323_fetta.bmp,Profumo,verdura lessa e formaggio cotto e burro,verdura lessa e formaggio cotto e burro,TG_14,2019-03-06,2018-2019_Trentingrana,24,,Fetta,6,a,TN_323,C0N
12227,data/images_flat/2018-2019_Trentingrana__2019-03-06__P6a_323_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P6a_323_fetta.bmp,Profumo,"All'apertura ottimi lattici freschi, poi anche cotti","All'apertura ottimi lattici freschi, poi anche cotti",TG_19,2019-03-06,2018-2019_Trentingrana,24,,Fetta,6,a,TN_323,C0N
12228,data/images_flat/2018-2019_Trentingrana__2019-03-06__P6a_323_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P6a_323_fetta.bmp,Profumo,"grana, tostato, fieno, panna","grana, tostato, fieno, panna",TG_24,2019-03-06,2018-2019_Trentingrana,24,,Fetta,6,a,TN_323,C0N
12229,data/images_flat/2018-2019_Trentingrana__2019-03-06__P6a_323_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P6a_323_fetta.bmp,Profumo,verdora cotta non positivo,verdora cotta non positivo,TG_26,2019-03-06,2018-2019_Trentingrana,24,,Fetta,6,a,TN_323,C0N
12230,data/images_flat/2018-2019_Trentingrana__2019-03-06__P6a_323_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P6a_323_fetta.bmp,Sapore,dolce forte;salato moderato;piccante forte,dolce forte;salato moderato;piccante forte,Q_02,2019-03-06,2018-2019_Trentingrana,24,,Fetta,6,a,TN_323,C0N
12231,data/images_flat/2018-2019_Trentingrana__2019-03-06__P6a_323_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P6a_323_fetta.bmp,Sapore,amaro,amaro,Q_09,2019-03-06,2018-2019_Trentingrana,24,,Fetta,6,a,TN_323,C0N
12232,data/images_flat/2018-2019_Trentingrana__2019-03-06__P6a_323_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P6a_323_fetta.bmp,Sapore,"Appena un po' salato, ma nella norma. Amaro percepibile","Appena un po' salato, ma nella norma. Amaro percepibile",TG_04,2019-03-06,2018-2019_Trentingrana,24,,Fetta,6,a,TN_323,C0N
12233,data/images_flat/2018-2019_Trentingrana__2019-03-06__P6a_323_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P6a_323_fetta.bmp,Sapore,umami,umami,TG_05,2019-03-06,2018-2019_Trentingrana,24,,Fetta,6,a,TN_323,C0N
12234,data/images_flat/2018-2019_Trentingrana__2019-03-06__P6a_323_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P6a_323_fetta.bmp,Sapore,neutro,neutro,TG_11,2019-03-06,2018-2019_Trentingrana,24,,Fetta,6,a,TN_323,C0N
