image_path,attribute,caption,caption_sentence
data/images_flat/2018-2019_Trentingrana__2019-03-13__P3a_307_fetta.bmp,Spessore della Crosta,Crosta di spessore medio.,La crosta del formaggio è di spessore medio.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P1a_302_grana.bmp,Spessore della Crosta,Crosta con spessore più marcato su un lato.,La crosta del formaggio presenta uno spessore più marcato su un lato.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P1a_302_grana.bmp,Spessore della Crosta,"Crosta mediamente spessa sugli scalzi, sottile sulla parte piatta, con unghia marcata.","La crosta del formaggio è mediamente spessa sugli scalzi, sottile sulla parte piatta, con unghia marcata."
data/images_flat/2018-2019_Trentingrana__2019-03-13__P1a_302_grana.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P1a_302_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P1a_302_grana.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P1a_302_grana.bmp,Spessore della Crosta,"Crosta molto spessa, accentuata soprattutto sugli scalzi.","La crosta del formaggio è molto spessa, accentuata soprattutto sugli scalzi."
data/images_flat/2018-2019_Trentingrana__2019-03-13__P4a_313_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa sia sulla parte piatta superiore che inferiore.,La crosta del formaggio è mediamente spessa sia sulla parte piatta superiore che inferiore.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P4a_313_fetta.bmp,Spessore della Crosta,"Crosta sottile, più spessa sugli scalzi.","La crosta del formaggio è sottile, più spessa sugli scalzi."
data/images_flat/2018-2019_Trentingrana__2019-03-13__P4a_313_fetta.bmp,Spessore della Crosta,"Crosta sottile, di colore chiaro.","La crosta del formaggio è sottile, di colore chiaro."
data/images_flat/2018-2019_Trentingrana__2019-03-13__P4a_313_fetta.bmp,Spessore della Crosta,Crosta più spessa verso una faccia.,La crosta del formaggio è più spessa verso una faccia.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P4a_313_fetta.bmp,Spessore della Crosta,"Crosta irregolare, con spessore variabile tra i lati.","La crosta del formaggio è irregolare, con spessore variabile tra i lati."
data/images_flat/2018-2019_Trentingrana__2019-03-13__P4a_313_fetta.bmp,Spessore della Crosta,Crosta di spessore medio.,La crosta del formaggio è di spessore medio.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P4b_313_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa sia sulla parte piatta superiore che inferiore.,La crosta del formaggio è mediamente spessa sia sulla parte piatta superiore che inferiore.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P4b_313_fetta.bmp,Spessore della Crosta,"Crosta sottile, più spessa sugli scalzi.","La crosta del formaggio è sottile, più spessa sugli scalzi."
data/images_flat/2018-2019_Trentingrana__2019-03-13__P4b_313_fetta.bmp,Spessore della Crosta,"Crosta sottile, di colore chiaro.","La crosta del formaggio è sottile, di colore chiaro."
data/images_flat/2018-2019_Trentingrana__2019-03-13__P4b_313_fetta.bmp,Spessore della Crosta,Crosta più spessa verso una faccia.,La crosta del formaggio è più spessa verso una faccia.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P4b_313_fetta.bmp,Spessore della Crosta,"Crosta irregolare, con spessore variabile tra i lati.","La crosta del formaggio è irregolare, con spessore variabile tra i lati."
data/images_flat/2018-2019_Trentingrana__2019-03-13__P4b_313_fetta.bmp,Spessore della Crosta,Crosta di spessore medio.,La crosta del formaggio è di spessore medio.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P3b_307_fetta.bmp,Spessore della Crosta,Crosta con spessore pronunciato sugli scalzi e angoli.,La crosta del formaggio presenta uno spessore pronunciato sugli scalzi e angoli.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P3b_307_fetta.bmp,Spessore della Crosta,Crosta con parti piatte ben definite.,La crosta del formaggio presenta parti piatte ben definite.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P3b_307_fetta.bmp,Spessore della Crosta,Crosta regolare.,La crosta del formaggio è regolare.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P3b_307_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P3b_307_fetta.bmp,Spessore della Crosta,Crosta abbastanza sottile.,La crosta del formaggio è abbastanza sottile.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P3b_307_fetta.bmp,Spessore della Crosta,Crosta con spessore diverso tra le parti piatte e gli scalzi più sottili.,La crosta del formaggio presenta uno spessore diverso tra le parti piatte e gli scalzi più sottili.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P3b_307_fetta.bmp,Spessore della Crosta,Crosta di spessore medio.,La crosta del formaggio è di spessore medio.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P1b_302_grana.bmp,Spessore della Crosta,Crosta con spessore più marcato su un lato.,La crosta del formaggio presenta uno spessore più marcato su un lato.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P1b_302_grana.bmp,Spessore della Crosta,"Crosta mediamente spessa sugli scalzi, sottile sulla parte piatta, con unghia marcata.","La crosta del formaggio è mediamente spessa sugli scalzi, sottile sulla parte piatta, con unghia marcata."
data/images_flat/2018-2019_Trentingrana__2019-03-13__P1b_302_grana.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P1b_302_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P1b_302_grana.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P1b_302_grana.bmp,Spessore della Crosta,"Crosta molto spessa, accentuata soprattutto sugli scalzi.","La crosta del formaggio è molto spessa, accentuata soprattutto sugli scalzi."
data/images_flat/2018-2019_Trentingrana__2019-03-13__P5a_319_grana.bmp,Spessore della Crosta,Crosta spessa.,La crosta del formaggio è spessa.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P5a_319_grana.bmp,Spessore della Crosta,Crosta sottile con unghia più spessa sulla parte piatta.,La crosta del formaggio è sottile con unghia più spessa sulla parte piatta.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P5a_319_grana.bmp,Spessore della Crosta,Crosta molto spessa su un lato.,La crosta del formaggio è molto spessa su un lato.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P5a_319_grana.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P5a_319_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P6b_330_fetta.bmp,Spessore della Crosta,"Crosta con sottocrosta dal colore carico, più evidente sulla parte piatta.","La crosta del formaggio presenta una sottocrosta dal colore carico, più evidente sulla parte piatta."
data/images_flat/2018-2019_Trentingrana__2019-03-13__P6b_330_fetta.bmp,Spessore della Crosta,"Crosta sempre mediamente spessa, con parte piatta molto spessa.","La crosta del formaggio è sempre mediamente spessa, con parte piatta molto spessa."
data/images_flat/2018-2019_Trentingrana__2019-03-13__P6b_330_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa con unghia marcata.,La crosta del formaggio è mediamente spessa con unghia marcata.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P6b_330_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P6b_330_fetta.bmp,Spessore della Crosta,"Crosta spessa, più marcata su una faccia.","La crosta del formaggio è spessa, più marcata su una faccia."
data/images_flat/2018-2019_Trentingrana__2019-03-13__P6b_330_fetta.bmp,Spessore della Crosta,Crosta con spigoli molto pronunciati.,La crosta del formaggio presenta spigoli molto pronunciati.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P6b_330_fetta.bmp,Spessore della Crosta,"Crosta piuttosto spessa, soprattutto sugli scalzi.","La crosta del formaggio è piuttosto spessa, soprattutto sugli scalzi."
data/images_flat/2018-2019_Trentingrana__2019-03-13__P2b_306_grana.bmp,Spessore della Crosta,Crosta dal colore aranciato molto carico.,La crosta del formaggio è di colore aranciato molto carico.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P2b_306_grana.bmp,Spessore della Crosta,Crosta con parte piatta molto spessa e spessore regolare sull'altro lato.,La crosta del formaggio presenta una parte piatta molto spessa e spessore regolare sull'altro lato.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P2b_306_grana.bmp,Spessore della Crosta,Crosta ben marcata.,La crosta del formaggio è ben marcata.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P2b_306_grana.bmp,Spessore della Crosta,Crosta spessa con unghia marcata.,La crosta del formaggio è spessa con unghia marcata.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P2b_306_grana.bmp,Spessore della Crosta,"Crosta mediamente spessa, di colore scuro.","La crosta del formaggio è mediamente spessa, di colore scuro."
data/images_flat/2018-2019_Trentingrana__2019-03-13__P2b_306_grana.bmp,Spessore della Crosta,Crosta con spessore più marcato su un lato.,La crosta del formaggio presenta uno spessore più marcato su un lato.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P2b_306_grana.bmp,Spessore della Crosta,Crosta piuttosto spessa.,La crosta del formaggio è piuttosto spessa.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P2b_306_grana.bmp,Spessore della Crosta,Crosta spessa sulla parte piatta e sugli scalzi.,La crosta del formaggio è spessa sulla parte piatta e sugli scalzi.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P2b_306_grana.bmp,Spessore della Crosta,Crosta con spessore disomogeneo tra le facce e gli scalzi.,La crosta del formaggio presenta uno spessore disomogeneo tra le facce e gli scalzi.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P2a_306_grana.bmp,Spessore della Crosta,Crosta dal colore aranciato molto carico.,La crosta del formaggio è di colore aranciato molto carico.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P2a_306_grana.bmp,Spessore della Crosta,Crosta con parte piatta molto spessa e spessore regolare sull'altro lato.,La crosta del formaggio presenta una parte piatta molto spessa e spessore regolare sull'altro lato.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P2a_306_grana.bmp,Spessore della Crosta,Crosta ben marcata.,La crosta del formaggio è ben marcata.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P2a_306_grana.bmp,Spessore della Crosta,Crosta spessa con unghia marcata.,La crosta del formaggio è spessa con unghia marcata.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P2a_306_grana.bmp,Spessore della Crosta,"Crosta mediamente spessa, di colore scuro.","La crosta del formaggio è mediamente spessa, di colore scuro."
data/images_flat/2018-2019_Trentingrana__2019-03-13__P2a_306_grana.bmp,Spessore della Crosta,Crosta con spessore più marcato su un lato.,La crosta del formaggio presenta uno spessore più marcato su un lato.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P2a_306_grana.bmp,Spessore della Crosta,Crosta piuttosto spessa.,La crosta del formaggio è piuttosto spessa.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P2a_306_grana.bmp,Spessore della Crosta,Crosta spessa sulla parte piatta e sugli scalzi.,La crosta del formaggio è spessa sulla parte piatta e sugli scalzi.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P2a_306_grana.bmp,Spessore della Crosta,Crosta con spessore disomogeneo tra le facce e gli scalzi.,La crosta del formaggio presenta uno spessore disomogeneo tra le facce e gli scalzi.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P6a_330_fetta.bmp,Spessore della Crosta,"Crosta con sottocrosta dal colore carico, più evidente sulla parte piatta.","La crosta del formaggio presenta una sottocrosta dal colore carico, più evidente sulla parte piatta."
data/images_flat/2018-2019_Trentingrana__2019-03-13__P6a_330_fetta.bmp,Spessore della Crosta,"Crosta sempre mediamente spessa, con parte piatta molto spessa.","La crosta del formaggio è sempre mediamente spessa, con parte piatta molto spessa."
data/images_flat/2018-2019_Trentingrana__2019-03-13__P6a_330_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa con unghia marcata.,La crosta del formaggio è mediamente spessa con unghia marcata.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P6a_330_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P6a_330_fetta.bmp,Spessore della Crosta,"Crosta spessa, più marcata su una faccia.","La crosta del formaggio è spessa, più marcata su una faccia."
data/images_flat/2018-2019_Trentingrana__2019-03-13__P6a_330_fetta.bmp,Spessore della Crosta,Crosta con spigoli molto pronunciati.,La crosta del formaggio presenta spigoli molto pronunciati.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P6a_330_fetta.bmp,Spessore della Crosta,"Crosta piuttosto spessa, soprattutto sugli scalzi.","La crosta del formaggio è piuttosto spessa, soprattutto sugli scalzi."
data/images_flat/2018-2019_Trentingrana__2019-03-13__P5b_319_grana.bmp,Spessore della Crosta,Crosta spessa.,La crosta del formaggio è spessa.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P5b_319_grana.bmp,Spessore della Crosta,Crosta sottile con unghia più spessa sulla parte piatta.,La crosta del formaggio è sottile con unghia più spessa sulla parte piatta.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P5b_319_grana.bmp,Spessore della Crosta,Crosta molto spessa su un lato.,La crosta del formaggio è molto spessa su un lato.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P5b_319_grana.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P5b_319_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P4a_313_grana.bmp,Spessore della Crosta,Crosta mediamente spessa sia sulla parte piatta superiore che inferiore.,La crosta del formaggio è mediamente spessa sia sulla parte piatta superiore che inferiore.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P4a_313_grana.bmp,Spessore della Crosta,"Crosta sottile, più spessa sugli scalzi.","La crosta del formaggio è sottile, più spessa sugli scalzi."
data/images_flat/2018-2019_Trentingrana__2019-03-13__P4a_313_grana.bmp,Spessore della Crosta,"Crosta sottile, di colore chiaro.","La crosta del formaggio è sottile, di colore chiaro."
data/images_flat/2018-2019_Trentingrana__2019-03-13__P4a_313_grana.bmp,Spessore della Crosta,Crosta più spessa verso una faccia.,La crosta del formaggio è più spessa verso una faccia.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P4a_313_grana.bmp,Spessore della Crosta,"Crosta irregolare, con spessore variabile tra i lati.","La crosta del formaggio è irregolare, con spessore variabile tra i lati."
data/images_flat/2018-2019_Trentingrana__2019-03-13__P4a_313_grana.bmp,Spessore della Crosta,Crosta di spessore medio.,La crosta del formaggio è di spessore medio.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P1a_302_fetta.bmp,Spessore della Crosta,Crosta con spessore più marcato su un lato.,La crosta del formaggio presenta uno spessore più marcato su un lato.
data/images_flat/2018-2019_Trentingrana__2019-03-13__P1a_302_fetta.bmp,Spessore della Crosta,"Crosta mediamente spessa sugli scalzi, sottile sulla parte piatta, con unghia marcata.","La crosta del formaggio è mediamente spessa sugli scalzi, sottile sulla parte piatta, con unghia marcata."
