row_id,image_path_flat,image_path,year_folder,session_date,session_num,bimester,view,panel_slot,panel_replicate,dairy_id,product_code,panelist,attribute,caption_raw,caption_pre,caption
33009,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,Q_09,Texture,morbido granuloso cristalli evidenti,morbido granuloso cristalli evidenti,"Texture morbida, granulosa con cristalli evidenti."
33010,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_04,Texture,"morbido al morso, estremamente friabile in una struttura finissima, quasi sabbiosa. non essendo asciutto interessantissimo","morbido al morso, estremamente friabile in una struttura finissima, quasi sabbiosa. non essendo asciutto interessantissimo","Texture morbida al morso, estremamente friabile con struttura finissima e quasi sabbiosa, non asciutta."
33011,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_11,Texture,un p; secco,un p; secco,Texture leggermente asciutta.
33012,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_12,Texture,molto asciutto,molto asciutto,Texture molto asciutta.
33014,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_14,Texture,"molto firabile, numerosi cristaali, solubile.","molto firabile, numerosi cristaali, solubile.","Texture molto friabile, numerosi cristalli e solubile."
33015,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_19,Texture,Potrrebbe essere più solubile,Potrebbe essere più solubile,Texture poco solubile.
33016,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_20,Texture,"granulosa, solubile, asciutta","granulosa, solubile, asciutta","Texture granulosa, solubile e asciutta."
33017,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_24,Texture,"molti cristalli, molto pastoso e asciutto per;...","molti cristalli, molto pastoso e asciutto per;...","Texture molto pastosa, asciutta e con cristalli abbondanti."
33018,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_26,Texture,se non fosse per i troppi cristalli...,se non fosse per i troppi cristalli...,Texture con cristalli abbondanti.
33019,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,Q_02,Spessore della Crosta,Sfumata Poco percepibile dove termina la crosta e comincia la pasta  Ne. Evidente la struttura a grana gia sottocrosta   Media 6mm,Sfumata Poco percepibile dove termina la crosta e comincia la pasta Ne. Evidente la struttura a grana gia sottocrosta Media 6mm,"Crosta sfumata e poco percepibile nel limite con la pasta, mediamente spessa, con struttura a grana evidente in sottocrosta."
33020,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,Q_09,Spessore della Crosta,1 cm,Media,Crosta mediamente spessa.
33021,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_04,Spessore della Crosta,Mutevole intorno ai 10mm,Mutevole intorno ai 10mm,"Crosta con spessore variabile, mediamente spesso."
33024,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_13,Spessore della Crosta,1 cm,Media,Crosta mediamente spessa.
33028,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_24,Spessore della Crosta,Diversa da piatti a scalzi con media 10 mm,Diversa da piatti a scalzi con media 10 mm,"Crosta con spessore variabile, da zone piatte a scalzi, mediamente spessa."
33030,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,Q_02,Struttura della Pasta,Disomogenea tra rigida e grossa,Disomogenea tra rigida e grossa,"Pasta disomogenea, con zone rigide e grossolane."
33031,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,Q_09,Struttura della Pasta,Frattura con avvallamenti e qualche piccola frattura  cristalli,Frattura con avvallamenti e qualche piccola frattura cristalli,Pasta con frattura caratterizzata da avvallamenti e piccole fratture cristalline.
33032,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_04,Struttura della Pasta,"La frattura non é bellissima, ma la grana é omogenea, grumosa","La frattura non é bellissima, ma la grana é omogenea, grumosa","Pasta con frattura non bella, grana omogenea e grumosa."
33034,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_12,Struttura della Pasta,"Microocchiatura, grossolana","Microocchiatura, grossolana",Pasta con microocchiatura e grana grossolana.
33035,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_13,Struttura della Pasta,Frattura un po' irregolare,Frattura un poco' irregolare,Pasta con frattura poco irregolare.
33036,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_14,Struttura della Pasta,Centralmente stirata frattura non regolare,Centralmente stirata frattura non regolare,Pasta stirata al centro con frattura irregolare.
33037,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_19,Struttura della Pasta,"Grana centrale molto pronunciata, spacco con avvallamento","Grana centrale molto pronunciata, spacco con avvallamento",Pasta con grana centrale molto pronunciata e spacco con avvallamento.
33038,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_20,Struttura della Pasta,"Grana molto fine con presenza  di micro  occhiatura  rada, grana un Po schiacciata, piccola sfoglia","Grana molto fine con presenza di micro occhiatura rada, grana un Poco schiacciata, piccola sfoglia","Pasta a grana molto fine con microocchiatura rada, leggermente schiacciata."
33039,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_24,Struttura della Pasta,Molto bella con frattura omogenea sebbene la grana è  grossolana,Molto bella con frattura omogenea sebbene la grana è grossolana,Pasta con frattura omogenea e grana grossolana.
33040,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_26,Struttura della Pasta,Bella grana,Bella grana,Pasta con bella grana.
33042,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,Q_09,Colore della Pasta,Alone evidente rosato con fascia  e macchie in prossimità di un puatto,Alone evidente rosato con fascia e macchie in prossimità di un puatto,"Pasta con alone evidente rosato, fascia e macchie in prossimità della frattura."
33043,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_04,Colore della Pasta,Più  carico al centro è ulteriormente più  carico in certe zone. Sembra quasi virare al rosa talmente intenso é il giallo,Più carico al centro è ulteriormente più carico in certe zone. Sembra quasi virare al rosa talmente intenso é il giallo,"Pasta di colore giallo carico al centro, ancora più intenso in alcune zone, con tendenza al rosa."
33045,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_12,Colore della Pasta,Macchie rosa,Macchie rosa,Pasta con macchie rosa.
33046,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_13,Colore della Pasta,Pasta dal colore bruno,Pasta dal colore bruno,Pasta di colore bruno.
33047,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_14,Colore della Pasta,Alone centrale più carico con macchie rosate,Alone centrale più carico con macchie rosate,Pasta con alone centrale più carico e macchie rosate.
33048,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_19,Colore della Pasta,Grande alone centrale con striscia nocciola,Grande alone centrale con striscia nocciola,Pasta con grande alone centrale e striscia nocciola.
33049,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_20,Colore della Pasta,Macchie  rosa visibili,Macchie rosa visibili,Pasta con macchie rosa visibili.
33050,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_24,Colore della Pasta,Giallo piuttosto carico omogeneo,Giallo piuttosto carico omogeneo,Pasta di colore giallo carico e omogeneo.
33051,data/images_flat/2018-2019_Trentingrana__2018-12-05__P3b_306_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P3b_306_grana.bmp,2018-2019_Trentingrana,2018-12-05,14,,Grana,3,b,TN_306,C0D,TG_26,Colore della Pasta,Alone carico centrale,Alone carico centrale,Pasta con alone carico centrale.
33054,data/images_flat/2018-2019_Trentingrana__2018-12-05__P5b_323_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P5b_323_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,5,b,TN_323,C0N,TG_04,Profumo,"burro cotto, crosta, latte cotto o uht","burro cotto, crosta, latte cotto o uht","Profumo di burro cotto, crosta e latte cotto."
33057,data/images_flat/2018-2019_Trentingrana__2018-12-05__P5b_323_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P5b_323_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,5,b,TN_323,C0N,TG_13,Profumo,cotto e ossidato,cotto e ossidato,Profumo cotto e ossidato.
33058,data/images_flat/2018-2019_Trentingrana__2018-12-05__P5b_323_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P5b_323_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,5,b,TN_323,C0N,TG_14,Profumo,ossidato,ossidato,Profumo ossidato.
33059,data/images_flat/2018-2019_Trentingrana__2018-12-05__P5b_323_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P5b_323_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,5,b,TN_323,C0N,TG_19,Profumo,"all'apertura, cantina e muffa, tostati decisi, poi lattici molto stagionati","all'apertura, cantina e muffa, tostati decisi, poi lattici molto stagionati","Profumo all'apertura di cantina e muffa, tostati decisi, poi note lattiche molto stagionate."
33060,data/images_flat/2018-2019_Trentingrana__2018-12-05__P5b_323_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P5b_323_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,5,b,TN_323,C0N,TG_20,Profumo,"lieve nota fermentata, lattico presente e caratteristico","lieve nota fermentata, lattico presente e caratteristico",Profumo con lieve nota fermentata e nota lattica caratteristica.
33061,data/images_flat/2018-2019_Trentingrana__2018-12-05__P5b_323_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P5b_323_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,5,b,TN_323,C0N,TG_24,Profumo,molto intenso da grana e con note florali e leggera tostatura,molto intenso da grana e con note florali e leggera tostatura,Profumo molto intenso da grana con note floreali e leggera tostatura.
33064,data/images_flat/2018-2019_Trentingrana__2018-12-05__P5b_323_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P5b_323_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,5,b,TN_323,C0N,Q_09,Sapore,amaro,amaro,Sapore amaro.
33065,data/images_flat/2018-2019_Trentingrana__2018-12-05__P5b_323_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P5b_323_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,5,b,TN_323,C0N,TG_04,Sapore,"sapore pieno, complesso, appena un po' salato","sapore pieno, complesso, appena un poco' salato","Sapore pieno e complesso, leggermente salato."
33066,data/images_flat/2018-2019_Trentingrana__2018-12-05__P5b_323_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P5b_323_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,5,b,TN_323,C0N,TG_11,Sapore,formaggio cotto,formaggio cotto,Sapore di formaggio cotto.
33067,data/images_flat/2018-2019_Trentingrana__2018-12-05__P5b_323_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P5b_323_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,5,b,TN_323,C0N,TG_12,Sapore,legg dolce,leggermente dolce,Sapore leggermente dolce.
33068,data/images_flat/2018-2019_Trentingrana__2018-12-05__P5b_323_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P5b_323_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,5,b,TN_323,C0N,TG_13,Sapore,equilibrato,equilibrato,Sapore equilibrato.
33069,data/images_flat/2018-2019_Trentingrana__2018-12-05__P5b_323_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P5b_323_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,5,b,TN_323,C0N,TG_14,Sapore,amaro e umami percepibili,amaro e umami percepibili,Sapore amaro e umami percepibili.
33070,data/images_flat/2018-2019_Trentingrana__2018-12-05__P5b_323_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P5b_323_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,5,b,TN_323,C0N,TG_19,Sapore,"amaro, dolce","amaro, dolce",Sapore amaro e dolce.
33071,data/images_flat/2018-2019_Trentingrana__2018-12-05__P5b_323_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P5b_323_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,5,b,TN_323,C0N,TG_20,Sapore,"sapidit' e umami accentuati, lieve nota acida, piccante quasi bruciante","sapidità' e umami accentuati, lieve nota acida, piccante quasi bruciante","Sapore con sapidità e umami accentuati, lieve nota acida e piccante quasi bruciante."
33072,data/images_flat/2018-2019_Trentingrana__2018-12-05__P5b_323_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P5b_323_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,5,b,TN_323,C0N,TG_24,Sapore,leggermente piccante e amaro nel finale,leggermente piccante e amaro nel finale,Sapore leggermente piccante e amaro nel finale.
33073,data/images_flat/2018-2019_Trentingrana__2018-12-05__P5b_323_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P5b_323_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,5,b,TN_323,C0N,TG_26,Sapore,molto dolce,molto dolce,Sapore molto dolce.
33075,data/images_flat/2018-2019_Trentingrana__2018-12-05__P5b_323_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P5b_323_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,5,b,TN_323,C0N,Q_09,Aroma,panna,panna,Aroma di panna.
33076,data/images_flat/2018-2019_Trentingrana__2018-12-05__P5b_323_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P5b_323_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,5,b,TN_323,C0N,TG_04,Aroma,tostatura,tostatura,Aroma tostato.
33080,data/images_flat/2018-2019_Trentingrana__2018-12-05__P5b_323_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P5b_323_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,5,b,TN_323,C0N,TG_14,Aroma,"cotto, crosta, ossidato","cotto, crosta, ossidato",Aroma cotto con note di crosta e ossidato.
33081,data/images_flat/2018-2019_Trentingrana__2018-12-05__P5b_323_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P5b_323_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,5,b,TN_323,C0N,TG_19,Aroma,"a tratti leggermente propionico,","a tratti leggermente propionico,",Aroma leggermente propionico.
33082,data/images_flat/2018-2019_Trentingrana__2018-12-05__P5b_323_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P5b_323_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,5,b,TN_323,C0N,TG_20,Aroma,"intenso, abbastanza complesso, note lattiche di burro fuso e fruttate fermentate, crosta di formaggio","intenso, abbastanza complesso, note lattiche di burro fuso e fruttate fermentate, crosta di formaggio",Aroma intenso e abbastanza complesso con note lattiche di burro fuso e fruttate fermentate.
33083,data/images_flat/2018-2019_Trentingrana__2018-12-05__P5b_323_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P5b_323_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,5,b,TN_323,C0N,TG_24,Aroma,"burro, fieno...","burro, fieno...",Aroma di burro e fieno.
33085,data/images_flat/2018-2019_Trentingrana__2018-12-05__P5b_323_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P5b_323_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,5,b,TN_323,C0N,Q_02,Texture,UN CUBETTO NON è DI ALTA SOLUBILITà COME GLI ALTRI,UN CUBETTO NON è DI ALTA SOLUBILITà COME GLI ALTRI,Texture poco solubile in questo punto.
33086,data/images_flat/2018-2019_Trentingrana__2018-12-05__P5b_323_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P5b_323_fetta.bmp,2018-2019_Trentingrana,2018-12-05,14,,Fetta,5,b,TN_323,C0N,Q_09,Texture,asciutto cristalli evidenti poco solub rimane residuo,asciutto cristalli evidenti poco solub rimane residuo,"Texture asciutta con cristalli evidenti, poco solubile, lascia residuo in bocca."
