dedup_key,attribute,caption_pre,frequency,sample_row_id
Profumo::profumi leggeri,Profumo,profumi leggeri,4,5849
Profumo::all'apertura anche frutta e fiori poi panna,Profumo,"all'apertura anche frutta e fiori, poi panna",4,5850
Profumo::leggermente propionico,Profumo,leggermente propionico,16,5851
Profumo::formaggio fritto latte cotto panna,Profumo,formaggio fritto;latte cotto;panna;,4,5853
Sapore::dolce scarsa sapidità' scarsa piccantezza basso umami,Sapore,"dolce, scarsa sapidità', scarsa piccantezza, basso umami",4,5854
Sapore::equilibrato con leggera picantezza,Sapore,Equilibrato con leggera picantezza,4,5855
Sapore::acido e piccante salato e umami nella norma,Sapore,"acido e piccante, salato e umami nella norma",4,5856
Sapore::salato leggermente piccante,Sapore,"salato, leggermente piccante",26,5859
Sapore::non dolce essenziale non squilibrato poco umami,Sapore,"non dolce. essenziale non squilibrato, poco umami",4,5860
Sapore::prevalgono un poco' il salato e l'acido,Sapore,prevalgono un poco' il salato e l'acido,4,5861
Sapore::non equilibrato salato e piccante,Sapore,non equilibrato salato e piccante,4,5862
Sapore::panna e burro,Sapore,panna e burro,4,5863
Sapore::acido umami leggermente piccante,Sapore,acido;umami;leggermente piccante,8,5864
Aroma::note di emmental propioniche frutta tropicale poco complesso e poco caratteristico,Aroma,"note di emmental, propioniche, frutta tropicale, poco complesso e poco caratteristico",4,5865
Aroma::latte cotto burro fuso leggero tostato,Aroma,Latte cotto burro fuso leggero tostato,4,5866
Aroma::latticello fermentato lattici cotti crosta pulita,Aroma,"latticello fermentato, lattici cotti, crosta pulita",4,5872
Aroma::brodo vegetale,Aroma,brodo vegetale;,8,5875
Texture::asciutta granulosa poco solubile,Texture,"asciutta, granulosa, poco solubile",4,5876
Texture::non scioglie subito ma lascia la bocca pulita ci sono molti cristalli,Texture,"non scioglie subito, ma lascia la bocca pulita, ci sono molti cristalli",4,5877
Texture::asciutto granuloso e poco solubile restano residui in bocca quasi fastidioso,Texture,"asciutto, granuloso e poco solubile, restano residui in bocca, quasi fastidioso",4,5878
Texture::granuloso ma no cristalli abba stanza sol,Texture,granuloso ma no cristalli abba stanza sol,4,5879
Texture::poco solubile farinoso,Texture,poco solubile. farinoso,4,5881
Texture::friabile ma non asciutto microstruttura fine nessun cristallo percepito,Texture,friabile ma non asciutto. microstruttura fine. nessun cristallo percepito,4,5882
Texture::non molto solubile,Texture,non molto solubile,4,5883
Texture::scarsa solubilità,Texture,scarsa solubilità,4,5885
Spessore della Crosta::10 o 22mm,Spessore della Crosta,10 o 22mm,4,5887
Spessore della Crosta::1 piatto sottile ~8mm l'altro piatto oltre il cm,Spessore della Crosta,"1 piatto sottile, ~8mm. L'altro piatto oltre il cm",4,5888
Spessore della Crosta::crosta disomogenea media 1 cm,Spessore della Crosta,Crosta disomogenea. Media 1 cm,4,5892
Spessore della Crosta::più spessa su una faccia,Spessore della Crosta,Più spessa su una faccia,16,5895
Struttura della Pasta::frattura irregolare zona sotto un piatto che si sgretola leggero strappo,Struttura della Pasta,Frattura irregolare zona sotto un piatto che si sgretola leggero strappo,4,5898
Struttura della Pasta::struttura grandiosa non fine ma omogenea,Struttura della Pasta,Struttura grandiosa non fine ma omogenea,4,5899
Struttura della Pasta::frattura irregolare texture granulosa,Struttura della Pasta,"Frattura irregolare,texture granulosa",4,5901
Struttura della Pasta::struttura slegata disomogenea presente una spacco,Struttura della Pasta,"Struttura slegata, disomogenea. Presente una spacco",4,5903
Struttura della Pasta::frattura abbastanza regolare struttura granulare,Struttura della Pasta,"Frattura abbastanza regolare, struttura granulare,",4,5904
Struttura della Pasta::grana grossa qualche strappetto frattura,Struttura della Pasta,"Grana grossa, qualche strappetto, frattura",4,5905
Struttura della Pasta::frattura non bellissima pasta granulosa con una bella struttura,Struttura della Pasta,"Frattura non bellissima, pasta granulosa con una bella struttura",4,5906
Struttura della Pasta::frattura evidente fessura leggera grana presente ma grossolana,Struttura della Pasta,Frattura evidente fessura leggera grana presente ma grossolana,4,5907
Struttura della Pasta::frattura molto irregolare grandiosa con cristalli,Struttura della Pasta,"Frattura molto irregolare, grandiosa con cristalli",4,5908
Colore della Pasta::chiara abbastanza uniforme,Colore della Pasta,Chiara abbastanza uniforme,4,5909
Colore della Pasta::paglierino verso un piatto e parte degli scalzi il resto più saturo,Colore della Pasta,Paglierino verso un piatto e parte degli scalzi. Il resto più saturo,4,5910
Colore della Pasta::omogeneo,Colore della Pasta,Omogeneo,74,5911
Colore della Pasta::chiaro ma non omogeneo,Colore della Pasta,Chiaro ma non omogeneo,4,5913
Colore della Pasta::giallo leggermente verdastro più carico al centro,Colore della Pasta,"Giallo leggermente verdastro, più carico al centro",4,5915
Colore della Pasta::alone centrale più carico,Colore della Pasta,Alone centrale più carico,12,5917
Colore della Pasta::non del tutto uniforme alcune zone tendente al grigio,Colore della Pasta,Non del tutto uniforme alcune zone tendente al grigio,4,5918
Colore della Pasta::paglierino più intenso nella parte centrale scarico estremamente,Colore della Pasta,"Paglierino più intenso nella parte centrale, scarico estremamente",4,5919
Profumo::mediamente intenso panna burro fuso brodo,Profumo,"mediamente intenso, panna, burro fuso, brodo",4,5920
Profumo::panna prevalente segue il vegetale secco e il tostato,Profumo,panna prevalente segue il vegetale secco e il tostato,4,5921
Profumo::burro latte leggero sentore di formaggio cotto,Profumo,"burro, latte, leggero sentore di formaggio cotto",4,5922
Profumo::vegetale,Profumo,vegetale,20,5923
Profumo::profumo molto debole,Profumo,profumo molto debole,4,5925
Profumo::leggero non complesso poche note fresche più\ cotto e crosta tostato,Profumo,leggero. non complesso. poche note fresche. più\ cotto e crosta. tostato,4,5926
Profumo::molto intenso e positivo,Profumo,molto intenso e positivo,4,5928
Profumo::panna e brodo vegetale,Profumo,panna e brodo vegetale,4,5929
Profumo::latte cotto fieno,Profumo,latte cotto;fieno;,4,5930
Sapore::sapidità' bassa dolcezza elevata piccantezza bassa umami basso nel complesso un poco scarico,Sapore,"sapidità' bassa, dolcezza elevata, piccantezza bassa, umami basso, nel complesso un poco scarico",4,5931
Sapore::un poco troppo acido con leggero piccante,Sapore,un poco troppo acido con leggero piccante,4,5932
Sapore::buon equilibrio di sapori piccante leggero,Sapore,"buon equilibrio di sapori, piccante leggero",4,5933
Sapore::equilibrato poco salato,Sapore,"equilibrato, poco salato",4,5936
Sapore::nessuna nota prevalente tutte presenti anche dolce,Sapore,"nessuna nota prevalente, tutte presenti. anche dolce",4,5937
Sapore::un poco' salato,Sapore,un poco' salato,12,5938
Sapore::dolce pizzica leggermente,Sapore,dolce pizzica leggermente,4,5939
Sapore::scarso di sale formaggio cotto,Sapore,"scarso di sale, formaggio cotto",4,5940
Sapore::umami leggermente piccante acido,Sapore,umami;leggermente piccante;acido;,4,5941
Aroma::panna burro crosta di formaggio,Aroma,"panna, burro, crosta di formaggio",4,5942
Aroma::latte cotto burro panna,Aroma,Latte cotto burro panna,4,5943
Aroma::panna burro e crosta di formaggio leggerissima nota di animale stalla ma non negativa,Aroma,"panna, burro e crosta di formaggio, leggerissima nota di animale,stalla, ma non negativa",4,5944
Aroma::panna vegetale non tanto da grana,Aroma,panna vegetale non tanto da grana,4,5945
Aroma::leggero piacevole,Aroma,leggero. piacevole,4,5947
Aroma::crosta di grana brodo di carne,Aroma,"crosta di grana, brodo di carne",4,5949
Aroma::legge crosta,Aroma,legge crosta,4,5950
Texture::un poco umida mediamente granulosa mediamente solubile pochi cristalli,Texture,"un poco umida, mediamente granulosa, mediamente solubile, pochi cristalli",4,5953
Texture::lascia la bocca abbastanza pulita presenza di diversi cristalli,Texture,"lascia la bocca abbastanza pulita, presenza di diversi cristalli",4,5954
Texture::abbastanza duro compatto ma friabile grana fine solubile,Texture,"abbastanza duro, compatto ma friabile, grana fine, solubile",4,5955
Texture::morbido con qualche cristallo asciutto tende ad impastare poca grana si scioglie,Texture,morbido con qualche cristallo asciutto tende ad impastare poca grana si scioglie,4,5956
Texture::un poco' pastoso,Texture,un poco' pastoso,4,5958
Texture::friabile microstruttura non fine cristalli presenti numerosi di diverse dimensioni prima della deglutizione tende ad asciugare le fauci,Texture,"friabile. microstruttura non fine. cristalli presenti, numerosi, di diverse dimensioni. prima della deglutizione tende ad asciugare le fauci",4,5959
Texture::non troppo friabile né solubile,Texture,non troppo friabile né solubile,4,5960
Texture::poca grana,Texture,poca grana,8,5961
Texture::microstruttura assente,Texture,microstruttura assente,4,5962
Spessore della Crosta::1 o 1 2,Spessore della Crosta,"1 o 1,2",4,5964
Spessore della Crosta::spessa agli angoli,Spessore della Crosta,Spessa agli angoli,4,5966
Spessore della Crosta::sottocrosta molto marcato 1 4cm,Spessore della Crosta,"Sottocrosta molto marcato. 1,4cm",4,5969
Spessore della Crosta::spessa oltre 1cm,Spessore della Crosta,Spessa oltre 1cm,4,5974
Struttura della Pasta::frattura irregolare fine bocciatura molto fitta anche sotto crosta,Struttura della Pasta,Frattura irregolare fine bocciatura molto fitta anche sotto crosta,4,5975
Struttura della Pasta::occhiatura nel terzo centrale buona frattura grana non omogenea per una certa discrezionalità centrale non fine comunque il rimanente,Struttura della Pasta,Occhiatura nel terzo centrale. Buona frattura. Grana non omogenea per una certa discrezionalità centrale. Non fine comunque il rimanente,4,5976
Struttura della Pasta::presenti molte occhiatura stirata,Struttura della Pasta,Presenti molte occhiatura Stirata,4,5977
Struttura della Pasta::frattura irregolare e microocchiatura diffusa,Struttura della Pasta,Frattura irregolare e Microocchiatura diffusa,4,5978
Struttura della Pasta::microocchiatura diffusa zone stirata occhiatura di notevoli dimensioni in un punto vicino al sottocrosta,Struttura della Pasta,"Microocchiatura diffusa, zone stirata, occhiatura di notevoli dimensioni in un punto vicino al sottocrosta",4,5979
Struttura della Pasta::struttura in parte stirata non omogenea,Struttura della Pasta,"Struttura in parte stirata, non omogenea.",4,5980
Struttura della Pasta::spinosa non regolare con occhiatura diffuse,Struttura della Pasta,"Spinosa, non regolare con occhiatura diffuse",4,5981
Struttura della Pasta::stirata occhiatura diffusa soprattutto in metà forma e sotto un piatto nell altra metà,Struttura della Pasta,"Stirata, occhiatura diffusa soprattutto in metà forma e sotto un piatto nell altra metà",4,5982
Struttura della Pasta::difettosa stirata con zona con presenza di micro occhiatura,Struttura della Pasta,"Difettosa, stirata, con zona con presenza di micro occhiatura",4,5983
Struttura della Pasta::frattura evidente striature struttura assente,Struttura della Pasta,Frattura evidente striature struttura assente,4,5984
Struttura della Pasta::un lato della forma è spugnosa colore omogeneamente paglierino carico con leggera nota verdognola e presenza di cristalli,Struttura della Pasta,"Un lato della forma è spugnosa, colore omogeneamente paglierino carico, con leggera nota verdognola e presenza di cristalli.",4,5985
Colore della Pasta::aloni nella zona occhiata evidenziati da frattura strana,Colore della Pasta,Aloni nella zona occhiata evidenziati da frattura strana,4,5986
Colore della Pasta::omogeneo non carico,Colore della Pasta,"Omogeneo, non carico",8,5987
Colore della Pasta::omogenea,Colore della Pasta,Omogenea,32,5988
Colore della Pasta::carico abbastanza omogeneo,Colore della Pasta,Carico abbastanza omogeneo,20,5990
Colore della Pasta::colore carico tendente al bruno,Colore della Pasta,Colore carico tendente al bruno,4,5991
Colore della Pasta::giallo chiaro,Colore della Pasta,Giallo chiaro,28,5992
Colore della Pasta::alone nella zona con maggiore occhiatura,Colore della Pasta,Alone nella zona con maggiore occhiatura,4,5993
Colore della Pasta::giallo omogeneo ma carico,Colore della Pasta,Giallo omogeneo ma carico,4,5994
Colore della Pasta::chiaro macchie rosa,Colore della Pasta,Chiaro macchie rosa,4,5995
Colore della Pasta::omogenea paglierino carico con riflesso verdognolo,Colore della Pasta,Omogenea paglierino carico con riflesso verdognolo,4,5996
Profumo::intenso ma difettoso pozzo marcio putrido,Profumo,"intenso ma difettoso, pozzo, marcio, putrido",4,5997
Profumo::latte acido tostato con leggero vegetale secco,Profumo,"Latte acido, tostato con leggero vegetale secco",4,5998
Profumo::odore di burro fuso con note di tostato e brodo vegetale nell'insieme non del tutto gradevole,Profumo,"odore di burro fuso, con note di tostato e brodo vegetale, nell'insieme non del tutto gradevole",4,5999
Profumo::tostato bruciato (caffe ) vegetali cotti,Profumo,tostato bruciato (caffe?) vegetali cotti,4,6000
Profumo::brodo vegetale verdure lesse stantio,Profumo,"brodo vegetale, verdure lesse, stantio",4,6001
Profumo::latte cotto o bruciato,Profumo,latte cotto o bruciato,4,6002
Profumo::leggero/moderato come intensità' note di pane tostato burro latte cotto fungo/tartufo,Profumo,"leggero/moderato come intensità'. note di pane tostato. burro, latte cotto. fungo/tartufo",4,6003
Profumo::lattici cotti tostati liquirizia cacao caffè mou,Profumo,"lattici cotti, tostati, liquirizia, cacao, caffè, mou",4,6004
Profumo::non tipico da altro formaggio cotto,Profumo,non tipico da altro formaggio cotto,4,6005
Profumo::brodo,Profumo,brodo,44,6006
Profumo::latte cotto panna,Profumo,latte cotto;panna;,8,6007
Sapore::umami marcato poco equilibrato,Sapore,"umami marcato, poco equilibrato",4,6008
Sapore::gusti poco accentuati nell'insieme blando,Sapore,"gusti poco accentuati, nell'insieme blando",4,6010
Sapore::pungente anche amaro,Sapore,"pungente, anche amaro",4,6014
Sapore::panna,Sapore,panna,4,6017
Sapore::dolce leggermente piccante umami,Sapore,dolce;leggermente piccante;umami;,4,6018
Aroma::pessimo poco caratteristico acqua di fogna marcio,Aroma,"pessimo, poco caratteristico, acqua di fogna, marcio",4,6019
Aroma::tostato prevelante vegetale cotto,Aroma,"Tostato prevelante, vegetale cotto",4,6020
Aroma::tostato e glutammato piuttosto forti,Aroma,tostato e glutammato piuttosto forti,4,6021
